Customer_No,Purchase,Dollars_Spent,Yearly_Income,Home_Value,Order_Frequency,Recency,Married,Name_Prefix,Age,Telemarket_Ind.,Rents_Apartment,Occupied_<1 yr,Domestic_Prod,Apparel_Purch,Leisure_Prod,Kitchen_Prod,Luxury_Items,Promo_1-7_mon,Promo_8-13_mon,County_Code,Total_Returns,Mens_Apparel,Flatware_Purch,Dishes_Purch,Home_Furniture,Lamps_Purch,Linens_Purch,Blankets_Purch,Towels_Purch,Outdoor_Prod,Coats_Purch,Ladies_Coats,Ladies_Apparel,His_Her_Apparel,Jewelry_Purch,Date_1st_Order,Telemarket_Ord,Account_Number,State_Code,Race,Heating_Type,Number_of_Cars,Number_of_Kids,Travel_Time,Education_Level,Job_Category,$_Value_per_Mailing,Total_Dining_kitch_dish_flat,Sex
1421,0,1294,22500,54600,4.56,18,1,Mr,26,1,0,0,1,0,3,0,1,60,56,115,-999,0,0,0,2,0,0,0,1,5,1,0,0,0,1,27/05/1998,0,1599519087,KY,1,2,1,0,14,1,16,11.15517241,0,male
1422,1,2017,28800,54400,8.71,14,1,Ms,52,1,0,0,2,10,5,0,0,43,25,157,11,6,0,1,2,0,0,0,1,2,3,0,2,0,1,27/05/1998,1,1599628961,KY,1,1,2,0,13,1,16,29.66176471,1,female
1423,0,101,56700,224400,1.83,245,1,None,36,1,0,0,1,0,0,1,0,18,6,37,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,27/05/1998,0,1599677760,CA,1,2,2,0,22,3,1,4.208333333,2,female
1424,0,1733,19300,35700,4.58,46,1,Mrs,31,0,0,0,1,2,0,0,1,61,43,111,-999,2,0,0,0,0,0,0,0,2,0,0,0,0,0,27/05/1998,0,1599921101,MS,1,1,2,7,24,2,14,16.66346154,0,female
1425,1,0,19800,43200,1.84,417,1,None,26,1,0,0,0,0,0,0,0,21,26,17,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,27/05/1998,0,1600273575,LA,2,2,1,0,19,2,16,0,0,female
1426,0,1351,23700,34400,5.06,187,1,None,29,1,0,0,0,7,2,1,0,70,54,373,5,0,1,0,0,0,0,0,0,2,0,0,0,0,7,27/05/1998,0,1600316101,TX,1,1,2,0,19,2,11,10.89516129,2,female
1427,0,79,23600,60500,1.38,190,0,None,19,1,0,0,0,0,1,0,0,2,0,55,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27/05/1998,0,1600666406,FL,1,1,1,0,16,2,16,39.5,0,female
1428,1,45,32200,56900,1.38,299,1,Ms,27,1,1,0,0,1,0,0,0,25,18,31,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,26/05/1998,0,1600764441,IL,1,2,1,1,25,3,1,1.046511628,0,female
1429,1,354,33900,79100,6.75,116,0,Ms,26,1,0,0,1,2,1,0,0,67,33,105,1,4,1,0,1,0,3,1,1,1,1,0,0,0,0,25/05/1998,0,1600840431,FL,1,1,2,1,16,3,1,3.54,1,female
1430,1,1110,24400,56300,4.18,43,1,Mr,20,1,0,1,1,1,0,0,1,66,34,95,6,0,0,0,3,0,1,0,3,0,0,0,0,0,1,27/05/1998,0,1601372301,MO,1,2,1,1,20,3,1,11.1,0,male
1431,1,1306,31900,183300,3.27,44,0,None,26,1,0,0,1,0,0,0,1,61,52,1,-999,0,0,0,0,0,1,0,1,0,0,1,2,0,2,26/05/1998,0,1601475971,CT,1,1,1,0,18,3,11,11.55752212,0,female
1432,0,293,32100,98100,1.86,75,0,Ms,34,1,0,0,6,0,0,0,0,49,24,7,-999,0,1,0,0,1,1,0,6,0,0,0,0,0,0,27/05/1998,0,1601632100,RI,1,2,1,0,14,2,11,4.01369863,1,female
1433,1,45,29200,53900,2.76,175,1,Ms,27,1,0,0,1,0,0,0,0,47,39,0,-999,0,0,1,2,0,0,0,0,1,0,0,0,0,0,26/05/1998,0,1601968991,AR,1,2,2,2,20,3,11,0.523255814,1,female
1434,0,340,89800,209700,2.36,87,1,Ms,36,1,0,0,2,0,0,0,1,36,27,121,-999,0,0,0,2,0,0,0,0,2,0,0,0,0,0,26/05/1998,0,1602823310,GA,1,2,2,0,30,3,7,5.396825397,0,female
1435,1,2905,32300,70300,9.04,30,1,Mr,42,1,0,1,4,1,6,0,1,80,46,0,14,0,1,0,0,2,2,0,2,2,0,0,1,0,2,26/05/1998,0,1603242973,WA,1,1,2,1,15,3,16,23.05555556,1,male
1436,0,0,34400,112500,1.42,585,0,Mr,32,1,0,1,0,0,0,0,0,27,36,61,-999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,26/05/1998,0,1603356211,NY,1,2,1,0,23,3,12,0,0,male
1437,0,1430,35300,200800,3.8,86,0,Mr,31,1,0,1,1,2,2,0,1,65,48,59,-999,0,1,0,2,2,1,0,5,2,0,0,0,0,2,26/05/1998,0,1603503697,CA,5,2,1,3,27,3,11,12.65486726,1,male
1438,1,178,29000,56700,2.39,144,0,Ms,29,1,0,0,1,0,0,0,0,35,29,157,-999,0,0,0,0,0,0,0,1,0,0,0,1,0,0,26/05/1998,0,1603584648,TN,1,2,2,0,13,3,16,2.78125,0,female
1439,1,159,31800,263200,1.43,394,0,None,16,1,0,0,0,0,0,0,1,45,12,3,-999,0,0,0,0,0,5,0,0,0,0,0,0,0,0,26/05/1998,0,1603604685,HI,5,1,1,0,21,3,16,2.789473684,0,female
1440,1,4124,36800,135700,4.76,52,0,Ms,27,1,0,0,8,8,2,3,1,45,30,81,-999,0,0,0,2,2,0,0,0,3,0,0,2,2,5,25/05/1998,0,1603732569,NY,2,2,1,0,44,2,14,54.98666667,3,female
1441,0,80,47100,191200,1.92,171,0,Ms,38,1,0,0,1,0,0,1,0,12,14,3,-999,0,0,1,0,0,1,0,0,0,0,0,0,0,0,26/05/1998,0,1604313807,DE,1,3,1,0,14,3,1,3.076923077,2,female
1442,0,172,34500,60000,3.38,35,1,Ms,33,1,0,1,1,0,0,1,0,31,27,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26/05/1998,0,1604379774,IL,1,2,2,0,9,3,11,2.965517241,2,female
1443,0,123,51000,110100,1.44,75,1,Ms,34,1,0,1,0,1,1,0,0,17,2,135,-999,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12/05/1998,0,1604415743,GA,1,2,2,0,31,3,1,6.473684211,0,female
1444,1,416,42600,119800,1.44,58,1,Mr,25,1,0,1,0,2,1,0,0,31,23,0,-999,1,0,0,0,0,0,0,0,1,0,0,0,0,2,26/05/1998,0,1604708550,SC,1,1,2,0,20,3,15,7.703703704,0,male
1445,1,1064,31100,65800,9.17,19,1,Mr,29,1,0,0,4,0,3,4,1,78,27,479,-999,0,2,0,8,0,3,2,0,0,0,0,0,0,0,26/05/1998,1,1604852036,TX,4,1,2,0,17,3,1,10.13333333,6,male
1446,1,1109,41700,100900,8.25,47,1,Ms,39,1,0,0,4,3,5,0,0,66,29,93,14,2,0,1,1,0,1,2,1,4,0,0,2,0,0,25/05/1998,0,1604896785,OH,1,3,2,2,29,3,11,11.67368421,1,female
1447,1,485,27800,73600,3.88,74,1,None,31,1,0,0,1,1,1,0,0,51,27,97,-999,0,0,0,0,3,2,0,2,0,0,0,0,0,2,20/05/1998,0,1605089976,LA,1,1,2,0,15,2,1,6.217948718,0,female
1448,1,535,57900,121300,5.85,39,1,Ms,35,1,0,0,0,0,4,0,0,71,44,33,3,1,0,0,0,0,1,0,1,2,0,0,0,1,0,25/05/1998,0,1605121266,MD,2,2,2,6,24,3,6,4.652173913,0,female
1449,0,964,21100,120500,4.87,171,0,None,30,1,1,0,12,6,0,0,0,14,12,119,4,1,0,0,9,0,0,0,4,0,0,0,9,0,0,26/05/1998,0,1605179926,NY,1,3,1,0,20,2,1,37.07692308,0,female
1450,1,661,34000,66900,5.26,105,1,Ms,43,1,0,0,3,2,1,0,0,48,23,15,5,0,0,0,0,0,2,0,1,0,4,0,1,0,1,26/05/1998,0,1605263761,TX,1,1,2,0,24,3,14,9.309859155,0,female
1451,0,55,47800,142800,0.98,214,0,None,34,1,1,0,0,0,0,1,0,21,2,17,-999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26/05/1998,0,1605512746,MA,1,2,2,0,21,2,11,2.391304348,2,female
1452,1,3700,32300,65000,14.21,0,1,None,34,1,0,0,12,0,10,3,1,5,5,19,15,0,2,0,10,3,0,2,3,2,0,1,0,2,0,26/05/1998,0,1605636636,VA,1,1,2,0,18,1,11,370,5,female
1453,1,1191,27200,56600,8.33,21,1,Mrs,33,1,0,1,4,1,4,1,1,76,53,0,8,0,0,1,2,2,3,0,1,2,0,0,0,1,0,25/05/1998,0,1605697208,OH,1,2,2,0,16,2,16,9.23255814,2,female
1454,1,448,26800,54900,1.97,117,0,Ms,36,1,0,0,1,0,0,0,1,50,32,181,-999,0,0,0,0,0,1,1,0,0,0,0,1,0,0,25/05/1998,0,1605862463,NC,1,4,2,0,23,2,16,5.463414634,0,female
1455,0,161,43400,145300,2.46,164,0,Ms,31,1,1,0,0,0,0,0,0,37,31,73,-999,0,0,0,0,0,1,0,0,0,0,0,1,0,0,25/05/1998,0,1605933124,CA,1,2,2,0,20,3,14,2.367647059,0,female
1456,0,629,37300,172100,2.4,126,1,Ms,29,1,0,0,0,0,2,0,0,46,39,67,-999,0,0,0,1,1,0,0,0,1,0,0,0,0,0,26/05/1998,0,1606014478,CA,1,2,2,0,23,3,16,7.4,0,female
1457,1,121,33300,0,3.44,103,0,Ms,26,1,1,0,3,0,0,0,0,55,53,33,-999,0,2,0,2,0,4,0,1,0,0,0,0,0,0,26/05/1998,0,1606207056,MD,2,2,1,0,32,3,1,1.12037037,2,female
1458,0,345,24600,43600,3.94,3,1,Ms,25,1,0,0,4,1,1,1,0,43,17,1,-999,0,0,0,2,0,0,0,1,0,0,0,0,0,1,26/05/1998,0,1606230298,TX,1,2,2,1,15,2,1,5.75,1,female
1459,1,448,37000,74600,1.98,36,1,Mrs,25,1,0,1,0,0,0,3,0,41,38,177,-999,0,1,1,0,0,1,0,1,0,0,0,0,0,0,25/05/1998,0,1606372959,GA,1,1,2,3,17,3,1,5.670886076,5,female
1460,0,398,46600,104600,2.47,338,0,Ms,34,1,0,0,0,0,1,0,0,49,40,3,4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,24/05/1998,0,1606473534,MD,1,3,2,0,26,2,1,4.471910112,0,female
1461,0,2092,73000,191500,3.96,30,0,Ms,36,1,0,0,0,0,0,0,1,47,44,11,5,0,1,0,9,0,0,0,1,0,0,0,0,0,0,24/05/1998,1,1606566246,FL,1,1,2,0,23,3,15,22.98901099,1,female
1462,0,59,0,0,3.44,2,0,Mr,21,1,0,0,0,0,0,1,0,0,6,0,-999,0,4,1,0,0,0,0,0,0,0,0,0,0,0,25/05/1998,1,1606585725,IN,2,1,0,0,0,1,1,9.833333333,6,male
1463,1,680,46900,257300,2.98,59,1,Ms,32,1,0,0,0,3,0,0,1,23,7,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,25/05/1998,0,1606906830,NJ,1,2,1,2,23,3,1,22.66666667,0,female
1464,1,587,27300,64100,8.95,172,1,Mr,32,1,0,0,2,0,2,0,0,92,55,29,-999,0,0,0,1,0,0,0,1,5,0,0,0,0,0,25/05/1998,0,1607096060,NY,1,2,1,0,15,2,11,3.993197279,0,male
1465,0,293,51900,128500,1.49,189,1,Mrs,29,1,0,1,1,0,3,0,0,26,9,13,-999,0,0,0,0,0,0,0,0,2,0,0,0,0,0,25/05/1998,0,1607146022,AZ,1,1,2,2,30,3,15,8.371428571,0,female
1466,0,317,46800,153800,4,23,0,Ms,27,1,0,1,0,0,3,0,0,36,44,29,7,0,0,0,0,0,2,0,0,6,0,0,0,0,0,25/05/1998,1,1607463310,NJ,1,2,2,1,21,2,16,3.9625,0,female
1467,0,242,46200,180900,2,19,0,Ms,37,1,1,0,2,2,0,0,0,5,1,1,-999,2,0,0,1,1,0,1,0,0,0,1,0,0,0,25/05/1998,0,1607538947,NH,1,3,1,0,12,3,1,40.33333333,0,female
1468,0,289,33400,50700,2,320,1,Mr,31,1,0,0,0,0,1,0,0,44,45,3,-999,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25/05/1998,0,1607545868,AL,1,2,1,0,14,2,11,3.247191011,0,male
1469,0,1587,46200,112400,6.5,39,1,None,26,1,0,1,4,1,3,3,1,65,24,0,4,0,3,2,2,0,0,0,3,1,0,0,0,1,0,25/05/1998,0,1607685193,NJ,1,2,2,2,26,3,1,17.83146067,8,female
1470,0,263,21300,39100,2.01,19,1,Mr,30,1,0,1,0,2,0,0,0,11,0,79,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25/05/1998,0,1607762489,OK,1,2,1,0,14,1,11,23.90909091,0,male
1471,0,455,37200,74900,2.02,196,1,Ms,31,1,0,0,0,1,2,0,0,16,29,0,-999,0,0,0,0,0,1,0,1,0,0,0,0,0,1,25/05/1998,0,1608075402,PA,1,3,2,0,16,2,11,10.11111111,0,female
1472,1,0,22900,34100,1.01,367,0,Ms,39,1,0,0,0,0,0,0,0,32,16,309,-999,0,0,0,0,0,0,0,1,0,0,0,1,0,0,25/05/1998,0,1608087969,GA,1,1,2,0,18,2,11,0,0,female
1473,0,43,39800,63700,1.01,247,1,Ms,28,1,0,0,0,0,1,0,0,13,2,89,-999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25/05/1998,0,1608221493,IN,1,2,2,0,23,3,11,2.866666667,0,female
1474,0,168,25900,46500,1.01,184,0,Mr,29,1,0,1,0,0,1,0,0,31,19,0,-999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24/05/1998,0,1608254932,PA,1,2,1,0,17,2,11,3.36,0,male
1475,1,849,35300,160000,7.57,21,0,Ms,29,1,1,1,5,3,2,1,0,35,3,1,8,0,1,0,1,0,0,0,3,0,0,0,1,2,1,24/05/1998,0,1608464523,CT,1,3,1,0,17,2,11,22.34210526,2,female
1476,1,220,31550,59201,3.04,170,0,Ms,26,1,0,1,1,1,0,1,0,61,23,0,-999,0,1,0,1,0,1,0,0,1,0,0,0,1,0,25/05/1998,0,1608499198,VI,1,2,2,1,19.7603005,3,11,2.619047619,2,female
1477,1,742,26000,55300,1.52,203,1,Mrs,28,1,0,0,0,0,0,0,1,38,26,0,-999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25/05/1998,0,1608527360,AL,1,1,2,0,18,2,11,11.59375,1,female
1478,0,635,34700,172500,6.09,3,1,Ms,27,1,0,0,3,3,1,0,0,55,48,5,4,2,0,0,0,0,1,0,2,3,0,0,4,0,0,25/05/1998,0,1608543128,NY,2,3,1,4,28,2,1,6.165048544,0,female
1479,1,124,19900,39300,2.53,130,0,Mr,33,1,1,0,0,1,1,0,0,70,44,29,-999,0,0,0,0,1,2,0,0,0,0,0,0,1,0,24/05/1998,0,1608635783,TX,1,2,1,0,18,1,16,1.087719298,0,male
1480,1,0,21000,34400,1.02,554,1,Ms,33,1,0,1,0,0,0,0,0,21,3,5,-999,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25/05/1998,0,1608648398,ID,1,2,2,0,9,3,15,0,0,female
1481,1,104,41200,52400,1.98,156,1,Ms,36,1,0,0,0,1,0,0,0,56,38,157,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,24/05/1998,0,1608778070,TX,2,1,2,1,32,3,1,1.106382979,0,female
1482,1,200,22300,37100,2.51,3,1,Mr,29,1,0,0,1,1,0,0,0,46,32,0,-999,1,0,0,0,0,0,0,2,0,0,0,0,0,1,24/05/1998,0,1608850960,TX,4,2,1,0,19,1,14,2.564102564,0,male
1483,1,831,53200,103300,6.15,29,0,Ms,38,1,0,0,0,7,1,0,0,51,49,41,2,2,0,0,0,0,2,0,0,1,1,1,5,2,0,25/05/1998,0,1609010481,VA,1,3,2,1,22,3,1,8.31,0,female
1484,0,66,23200,33900,3.07,276,1,Ms,32,1,0,1,1,0,0,0,0,42,26,133,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,25/05/1998,0,1609113079,TX,1,2,2,0,9,2,13,0.970588235,0,female
1485,1,199,68500,351100,3.07,198,0,None,33,1,0,1,3,0,0,0,0,39,22,31,1,0,0,0,0,0,5,0,3,0,0,0,0,0,1,24/05/1998,0,1609266547,IL,1,2,1,0,22,3,12,3.262295082,0,female
1486,0,497,42400,101400,2.06,66,0,Mr,41,1,0,0,0,2,0,0,0,37,22,0,-999,0,0,0,0,0,0,0,0,1,0,0,0,0,4,23/05/1998,0,1609568470,NY,1,3,2,1,26,3,1,8.423728814,0,male
1487,0,60,62000,169400,1.03,110,0,Ms,31,1,0,1,0,0,0,1,0,8,2,37,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,24/05/1998,0,1609595192,TN,1,1,2,0,20,3,15,6,1,female
1488,0,0,29900,57700,1.03,459,1,Ms,34,1,0,0,0,0,0,0,0,19,30,65,-999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24/05/1998,0,1609740426,NC,2,1,2,0,20,2,11,0,1,female
1489,1,379,23400,50000,2.57,74,1,None,29,1,0,0,0,1,1,1,0,26,25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,24/05/1998,0,1609784382,TN,1,1,2,0,32,1,11,7.431372549,1,female
1490,0,174,24300,57100,2.57,245,0,Ms,34,1,0,1,2,1,0,0,0,40,46,61,0,0,0,0,1,1,3,0,0,0,0,0,0,1,0,24/05/1998,0,1609788946,OH,1,2,1,3,22,3,1,2.023255814,0,female
1491,1,44,35600,180200,1.03,364,0,Ms,29,0,0,0,1,0,0,0,0,11,8,73,-999,0,0,0,0,0,0,1,1,0,0,0,0,0,0,24/05/1998,0,1609997950,CA,1,1,1,1,25,3,16,2.315789474,0,female
1492,0,415,24500,45200,2.57,357,1,Ms,26,1,0,0,0,0,1,0,0,37,27,53,-999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24/05/1998,0,1610007369,GA,1,1,2,0,24,2,16,6.484375,1,female
1493,1,44,36200,61500,1.03,184,1,Ms,34,1,0,0,1,0,0,0,0,13,0,439,-999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24/05/1998,0,1610326330,TX,1,2,2,0,20,3,1,3.384615385,0,female
1494,0,209,27300,77600,5.2,199,1,Ms,30,1,0,0,0,0,2,0,0,55,40,71,3,0,0,1,0,0,2,0,0,2,0,0,0,0,1,24/05/1998,0,1610783514,KY,1,2,1,2,13,3,14,2.2,1,female
1495,1,231,28300,49900,2.6,169,0,Ms,29,1,0,1,1,1,0,0,0,43,29,143,3,0,0,0,0,0,5,0,1,1,0,0,0,0,1,24/05/1998,0,1610837658,OK,1,2,1,0,16,3,11,3.208333333,0,female
1496,0,425,51000,159800,3.64,311,1,Ms,28,1,0,0,0,0,0,3,0,51,43,37,-999,1,0,2,0,0,1,0,3,3,0,0,0,2,0,24/05/1998,0,1610862136,CA,1,4,2,0,45,3,15,4.521276596,5,female
1497,0,299,22500,236200,2.09,437,1,Ms,30,1,0,0,0,1,0,0,0,36,28,31,-999,0,0,0,0,0,0,0,1,1,0,0,0,0,3,24/05/1998,0,1611227891,IL,1,2,1,1,32,2,1,4.671875,0,female
1498,1,421,27800,242700,3.12,99,1,Ms,15,1,1,1,4,0,0,3,0,1,1,53,-999,0,1,1,1,4,0,0,0,0,0,0,0,0,0,24/05/1998,0,1611294297,WA,1,2,2,0,9,3,6,210.5,5,female
1499,0,267,22000,41800,2.63,58,0,Mr,26,1,0,0,0,0,0,0,0,1,2,21,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24/05/1998,0,1611735463,NC,1,3,1,0,15,2,11,89,0,male
1500,0,0,28900,63200,1.05,567,1,Ms,25,1,0,0,0,0,0,0,0,23,15,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23/05/1998,0,1611922921,FL,1,1,2,0,19,2,11,0,0,female
1501,0,245,20400,37700,2.1,231,1,Ms,27,1,0,0,0,0,0,1,0,45,33,101,-999,0,1,0,0,0,0,0,1,2,0,0,0,0,0,24/05/1998,0,1612020212,TN,1,2,1,1,10,1,11,3.141025641,2,female
1502,1,1474,35900,133000,6.34,30,0,Ms,28,1,0,0,6,12,0,1,0,40,30,71,-999,1,1,0,2,0,3,0,1,0,0,1,9,1,0,24/05/1998,0,1612029775,CA,1,2,2,0,32,3,1,21.05714286,2,female
1503,1,214,30700,98100,1.06,294,0,Ms,31,1,0,0,0,0,1,0,0,8,10,11,-999,0,0,0,0,0,0,1,1,0,0,0,0,0,0,23/05/1998,0,1613078268,MA,1,3,1,4,13,2,14,11.88888889,0,female
1504,1,176,52600,93400,2.13,60,1,None,37,1,0,1,0,0,0,1,0,37,28,97,-999,0,0,1,0,0,0,0,1,0,0,0,0,0,1,23/05/1998,0,1613540796,MO,1,2,2,2,9,3,16,2.707692308,2,female
1505,1,289,24400,50000,2.68,91,1,Mr,26,1,0,1,1,2,2,0,0,35,2,0,-999,0,0,0,0,0,0,0,3,2,0,0,0,1,1,13/05/1998,0,1613579562,NC,2,2,1,0,17,2,11,7.810810811,0,male
1506,1,617,16900,60400,11.22,17,1,Mrs,27,1,0,0,4,2,5,1,0,77,47,7,-999,1,0,0,1,0,1,0,5,4,0,0,2,0,0,23/05/1998,0,1613602463,NY,1,2,1,2,11,2,16,4.975806452,1,female
1507,0,936,34100,115100,3.2,206,1,Ms,34,1,0,0,3,2,0,0,1,63,41,113,-999,0,0,0,1,0,2,0,3,0,0,1,0,0,2,23/05/1998,0,1613615762,FL,1,1,2,1,25,3,16,9,0,female
1508,1,1237,47900,73700,2.68,268,1,Mr,36,1,0,0,0,0,0,0,1,55,32,61,-999,0,0,0,1,0,1,0,0,0,0,0,1,0,0,23/05/1998,0,1613618535,OH,1,2,2,1,24,3,11,14.21839081,0,male
1509,1,421,41900,145400,2.67,2,0,Ms,26,1,0,1,0,1,0,0,0,19,22,37,-999,0,1,0,0,0,0,0,0,0,0,0,1,0,0,23/05/1998,0,1613656667,CA,4,2,2,0,22,1,11,10.26829268,1,female
1510,0,0,27800,54800,1.62,420,1,Mr,18,1,0,0,0,0,0,0,0,9,3,0,-999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23/05/1998,0,1614706438,TN,1,1,2,0,12,3,11,0,0,male
1511,0,84,39300,57800,1.62,133,0,Ms,39,1,0,0,1,0,0,0,1,18,3,153,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23/05/1998,0,1614802575,IA,1,2,2,0,21,3,1,4,0,female
1512,1,423,28600,65200,5.43,1,1,Mr,24,1,0,0,3,3,1,0,0,58,39,187,-999,0,0,0,0,0,2,0,0,0,0,0,2,1,0,23/05/1998,0,1615192083,GA,1,1,2,0,17,3,1,4.360824742,0,male
1513,0,119,8700,23900,3.8,301,1,Ms,17,1,0,0,0,0,0,0,1,51,47,81,-999,0,1,0,1,0,0,0,0,0,0,0,1,0,0,23/05/1998,0,1615195276,OH,1,2,1,2,20,2,11,1.214285714,1,female
1514,0,249,11300,350000,2.71,42,0,Ms,35,1,0,1,2,0,1,0,0,52,36,37,-999,0,1,0,0,0,1,0,2,1,0,0,0,1,0,22/05/1998,0,1615548532,CA,2,1,1,0,18,2,1,2.829545455,1,female
1515,1,165,41100,260600,1.63,36,1,Ms,29,1,0,0,0,1,0,0,0,12,7,37,-999,0,0,0,1,0,0,0,0,1,0,0,2,0,0,23/05/1998,0,1615759071,CA,1,2,2,0,22,3,1,8.684210526,0,female
1516,1,2955,36100,137200,4.91,95,1,Mrs,37,1,1,0,0,2,1,1,1,41,29,47,0,0,1,0,0,0,0,0,1,2,0,0,1,2,1,23/05/1998,0,1615865746,NY,2,2,1,2,34,2,1,42.21428571,2,female
1517,0,473,34700,118600,2.18,24,1,Mr,34,1,0,0,0,4,1,0,0,12,0,89,-999,4,0,0,0,0,0,0,1,0,0,0,0,0,0,09/05/1998,0,1615898614,PA,1,1,2,0,18,2,16,39.41666667,0,male
1518,0,0,21100,39300,1.09,522,1,None,32,1,0,0,0,0,0,0,0,15,21,141,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,23/05/1998,0,1615993902,TX,4,2,1,1,23,1,11,0,0,female
1519,0,90,34700,33400,1.09,138,1,Mrs,34,1,0,0,2,0,0,0,0,20,0,101,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23/05/1998,0,1616214977,PA,1,2,1,1,30,2,11,4.5,0,female
1520,0,603,26600,79900,6.04,31,1,Ms,38,1,0,0,8,1,0,3,0,27,6,39,-999,0,1,0,3,0,0,0,0,0,0,0,1,0,0,23/05/1998,1,1616327258,OR,1,4,2,0,12,3,11,18.27272727,4,female
1521,1,307,25200,49600,3.33,77,1,Ms,30,1,0,0,1,0,0,3,0,21,24,35,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,23/05/1998,1,1616917207,GA,1,2,1,1,14,3,11,6.822222222,7,female
1522,0,137,35800,235700,0.92,99,0,Ms,27,1,1,0,0,0,0,0,1,21,0,29,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,09/06/1998,0,1617024045,NJ,1,2,1,0,16,3,1,6.523809524,0,female
1523,0,183,23600,49200,1.66,220,1,Ms,33,1,0,0,2,0,0,0,0,23,12,57,-999,0,0,0,0,0,1,0,1,0,0,0,0,0,0,23/05/1998,0,1617165467,LA,1,2,2,1,23,1,11,5.228571429,0,female
1524,1,938,29200,53900,2.22,10,1,Mr,33,1,0,0,1,2,2,0,0,37,37,0,-999,0,0,0,0,0,0,0,0,0,0,0,1,0,2,23/05/1998,0,1617319551,AR,1,2,2,0,20,3,11,12.67567568,0,male
1525,1,178,23600,60200,2.22,39,1,Mr,22,1,0,0,3,0,1,0,0,6,1,69,-999,0,0,0,0,1,0,0,1,1,0,0,0,0,2,22/05/1998,0,1617397169,FL,1,1,1,2,18,2,1,25.42857143,0,male
1526,1,949,28100,56800,6.14,18,0,Ms,26,1,0,1,11,0,2,1,0,15,0,0,-999,0,0,0,1,1,3,1,5,0,0,0,0,0,0,13/05/1998,0,1617466402,GA,1,1,2,4,16,2,11,63.26666667,1,female
1527,1,693,33100,47900,2.23,182,1,Ms,38,1,0,0,0,0,4,0,0,46,20,201,-999,0,0,0,0,0,0,0,0,3,0,0,0,0,0,22/05/1998,0,1617480775,TX,1,2,2,0,28,2,14,10.5,0,female
1528,0,146,25100,29400,1.11,183,1,Mr,30,1,0,0,1,0,0,0,1,11,9,91,-999,0,0,0,0,0,1,0,1,0,0,0,0,0,0,23/05/1998,0,1617537392,OH,1,2,1,0,9,2,11,7.3,0,male
1529,0,127,46700,197400,4.46,170,1,Ms,33,1,0,0,1,1,0,1,0,79,49,73,-999,0,1,0,0,0,0,0,3,0,0,0,1,1,0,22/05/1998,0,1617551161,CA,1,2,2,0,27,3,1,0.9921875,2,female
1530,1,1055,34900,194300,8.24,26,1,Ms,34,1,0,0,1,4,3,1,0,74,37,73,2,0,1,1,1,0,0,0,2,2,0,0,1,1,4,23/05/1998,0,1617677743,CA,4,2,1,2,19,2,16,9.504504505,3,female
1531,1,127,43800,100400,2.79,262,0,Ms,38,1,0,0,0,0,2,0,0,56,32,67,-999,0,0,0,1,0,0,0,2,4,0,0,0,0,0,22/05/1998,0,1617966278,WA,1,1,2,0,16,3,1,1.443181818,0,female
1532,0,419,23300,60900,1.12,14,0,Mr,32,1,0,1,0,0,2,0,0,6,1,109,-999,0,0,0,0,0,0,0,0,2,0,0,0,0,0,23/05/1998,0,1618126963,OH,1,2,1,0,9,2,11,59.85714286,0,male
1533,1,288,20300,37800,3.37,84,1,None,32,1,0,0,1,0,0,1,0,32,34,283,-999,0,2,0,0,0,1,0,0,0,0,0,0,0,0,22/05/1998,0,1618231524,GA,1,1,2,1,16,1,16,4.363636364,3,female
